Date,Day,Time,Time Zone,Wind (mph),Vis. (mi.),Weather,Sky Cond.,Air,Dwpt,Max.,Min.,Relative Humidity,Wind Chill (Â°F),Heat Index (Â°F),altimeter (in),sea level (mb),1 hr,3 hr,6 hr,Data Retrieval Date,Obs_Month,Obs_Year,Hour,Station
2025-01-06,6,15:55,EST,N  6,1.5,Overcast,SCT011 SCT024 OVC033,24.8,21.2,,,86%,19.0,,29.66,0.0,,,,2025-01-09,1,2025,15,KOKV
2025-01-06,6,16:55,EST,NW  6,1.25,Overcast,SCT009 BKN026 OVC036,24.8,21.2,,,86%,19.0,,29.7,0.0,,,,2025-01-09,1,2025,16,KOKV
2025-01-06,6,17:55,EST,NW  7,5.0,Overcast,BKN017 BKN025 OVC039,24.8,21.2,,,86%,18.0,,29.72,0.0,,,,2025-01-09,1,2025,17,KOKV
2025-01-06,6,18:55,EST,NW  12,2.5,Overcast,BKN026 BKN031 OVC049,26.6,21.2,,,80%,17.0,,29.75,0.0,,,,2025-01-09,1,2025,18,KOKV
2025-01-06,6,19:55,EST,NW  12,1.75,Overcast,BKN019 OVC024,26.6,23.0,,,86%,17.0,,29.78,0.0,,,,2025-01-09,1,2025,19,KOKV
2025-01-06,6,20:55,EST,NW  13,7.0,Overcast,SCT050 OVC060,26.6,23.0,,,86%,16.0,,29.78,0.0,,,,2025-01-09,1,2025,20,KOKV
2025-01-06,6,21:55,EST,NW  5,10.0,Overcast,BKN027 OVC070,26.6,21.2,,,80%,22.0,,29.82,0.0,,,,2025-01-09,1,2025,21,KOKV
2025-01-06,6,22:55,EST,NW  14  G 21,10.0,Overcast,OVC025,28.4,21.2,,,74%,18.0,,29.83,0.0,,,,2025-01-09,1,2025,22,KOKV
2025-01-06,6,23:55,EST,N  12  G 20,10.0,Overcast,OVC029,26.6,19.4,,,74%,17.0,,29.87,0.0,,,,2025-01-09,1,2025,23,KOKV
2025-01-07,7,00:55,EST,NW  20  G 26,10.0,Overcast,OVC031,26.6,15.8,,,64%,14.0,,29.9,0.0,,,,2025-01-09,1,2025,0,KOKV
2025-01-07,7,01:55,EST,NW  13  G 18,10.0,Overcast,OVC031,23.0,12.2,,,63%,12.0,,29.94,0.0,,,,2025-01-09,1,2025,1,KOKV
2025-01-07,7,02:55,EST,NW  7  G 17,10.0,Overcast,OVC036,23.0,10.4,,,58%,16.0,,29.97,0.0,,,,2025-01-09,1,2025,2,KOKV
2025-01-07,7,03:55,EST,NW  8,10.0,Overcast,OVC030,23.0,12.2,,,63%,15.0,,29.97,0.0,,,,2025-01-09,1,2025,3,KOKV
2025-01-07,7,04:55,EST,NW  28  G 32,10.0,Mostly Cloudy and Windy,BKN026 BKN032,21.2,12.2,,,68%,5.0,,29.97,0.0,,,,2025-01-09,1,2025,4,KOKV
2025-01-07,7,05:55,EST,NW  14  G 25,10.0,Mostly Cloudy,BKN033,21.2,10.4,,,63%,9.0,,30.03,0.0,,,,2025-01-09,1,2025,5,KOKV
2025-01-07,7,06:55,EST,NW  14  G 24,10.0,Overcast,OVC033,21.2,8.6,,,58%,9.0,,30.05,0.0,,,,2025-01-09,1,2025,6,KOKV
2025-01-07,7,07:55,EST,NW  20,10.0,Overcast,OVC039,23.0,10.4,,,58%,9.0,,30.04,0.0,,,,2025-01-09,1,2025,7,KOKV
2025-01-07,7,08:55,EST,NW  18  G 28,10.0,Overcast,OVC037,24.8,12.2,,,59%,12.0,,30.06,0.0,,,,2025-01-09,1,2025,8,KOKV
2025-01-07,7,09:55,EST,W  22  G 31,10.0,Overcast and Breezy,OVC033,26.6,14.0,,,59%,13.0,,30.08,0.0,,,,2025-01-09,1,2025,9,KOKV
2025-01-07,7,10:55,EST,NW  23  G 32,10.0,Overcast and Breezy,OVC035,28.4,17.6,,,64%,15.0,,30.09,0.0,,,,2025-01-09,1,2025,10,KOKV
2025-01-07,7,11:55,EST,NW  20  G 24,10.0,Mostly Cloudy,BKN037,30.2,17.6,,,59%,19.0,,30.08,0.0,,,,2025-01-09,1,2025,11,KOKV
2025-01-07,7,12:55,EST,NW  23  G 39,7.0,Partly Cloudy and Breezy,SCT033 SCT039,30.2,17.6,,,59%,18.0,,30.05,0.0,,,,2025-01-09,1,2025,12,KOKV
2025-01-07,7,13:55,EST,W  18  G 24,10.0,Overcast,OVC041,30.2,15.8,,,55%,19.0,,30.07,0.0,,,,2025-01-09,1,2025,13,KOKV
2025-01-07,7,14:55,EST,NW  22  G 26,10.0,Overcast and Breezy,OVC039,30.2,15.8,,,55%,18.0,,30.1,0.0,,,,2025-01-09,1,2025,14,KOKV
2025-01-07,7,15:55,EST,W  14  G 23,10.0,Overcast,OVC039,28.4,15.8,,,59%,18.0,,30.13,0.0,,,,2025-01-09,1,2025,15,KOKV
2025-01-07,7,16:55,EST,NW  16  G 23,10.0,Overcast,OVC041,28.4,14.0,,,55%,17.0,,30.15,0.0,,,,2025-01-09,1,2025,16,KOKV
2025-01-07,7,17:55,EST,W  21  G 28,10.0,Overcast and Breezy,OVC041,26.6,14.0,,,59%,14.0,,30.16,0.0,,,,2025-01-09,1,2025,17,KOKV
2025-01-07,7,18:55,EST,W  13,10.0,Overcast,OVC041,26.6,12.2,,,54%,16.0,,30.18,0.0,,,,2025-01-09,1,2025,18,KOKV
2025-01-07,7,19:55,EST,W  14  G 22,10.0,Overcast,OVC039,26.6,12.2,,,54%,16.0,,30.18,0.0,,,,2025-01-09,1,2025,19,KOKV
2025-01-07,7,20:55,EST,NW  12  G 23,10.0,Overcast,OVC039,24.8,10.4,,,54%,15.0,,30.19,0.0,,,,2025-01-09,1,2025,20,KOKV
2025-01-07,7,21:55,EST,NW  18  G 28,10.0,Overcast,OVC039,24.8,12.2,,,59%,12.0,,30.18,0.0,,,,2025-01-09,1,2025,21,KOKV
2025-01-07,7,22:55,EST,NW  21  G 37,7.0,Overcast and Breezy,OVC035,23.0,12.2,,,63%,9.0,,30.17,0.0,,,,2025-01-10,1,2025,22,KOKV
2025-01-07,7,23:55,EST,NW  21  G 31,10.0,Overcast and Breezy,OVC037,23.0,10.4,,,58%,9.0,,30.2,0.0,,,,2025-01-10,1,2025,23,KOKV
2025-01-08,8,00:55,EST,NW  17  G 28,10.0,Overcast,OVC040,23.0,10.4,,,58%,10.0,,30.18,0.0,,,,2025-01-11,1,2025,0,KOKV
2025-01-08,8,01:55,EST,NW  18  G 25,10.0,Overcast,OVC042,23.0,10.4,,,58%,10.0,,30.18,0.0,,,,2025-01-11,1,2025,1,KOKV
2025-01-08,8,02:55,EST,W  12  G 21,10.0,Overcast,OVC042,23.0,10.4,,,58%,13.0,,30.18,0.0,,,,2025-01-11,1,2025,2,KOKV
2025-01-08,8,03:55,EST,W  13  G 16,10.0,Overcast,OVC042,23.0,10.4,,,58%,12.0,,30.17,0.0,,,,2025-01-11,1,2025,3,KOKV
2025-01-08,8,04:55,EST,W  7,10.0,Overcast,BKN042 OVC050,23.0,10.4,,,58%,16.0,,30.16,0.0,,,,2025-01-11,1,2025,4,KOKV
2025-01-08,8,05:55,EST,W  6,10.0,Overcast,SCT043 OVC049,23.0,10.4,,,58%,17.0,,30.15,0.0,,,,2025-01-11,1,2025,5,KOKV
2025-01-08,8,06:55,EST,W  7,10.0,Overcast,SCT043 OVC049,23.0,10.4,,,58%,16.0,,30.16,0.0,,,,2025-01-11,1,2025,6,KOKV
2025-01-08,8,07:55,EST,W  7,10.0,Overcast,OVC049,23.0,10.4,,,58%,16.0,,30.15,0.0,,,,2025-01-11,1,2025,7,KOKV
2025-01-08,8,08:35,EST,W  6  G 10,10.0,Overcast,OVC049,24.8,10.4,,,54%,19.0,,30.14,0.0,,,,2025-01-11,1,2025,8,KOKV
2025-01-08,8,10:55,EST,W  13  G 22,10.0,Mostly Cloudy,BKN047 BKN055,28.4,12.2,,,51%,19.0,,30.12,0.0,,,,2025-01-11,1,2025,10,KOKV
2025-01-08,8,11:55,EST,W  13  G 17,10.0,Overcast,OVC047,28.4,12.2,,,51%,19.0,,30.09,0.0,,,,2025-01-11,1,2025,11,KOKV
2025-01-08,8,12:55,EST,W  13,10.0,Overcast,OVC047,28.4,12.2,,,51%,19.0,,30.05,0.0,,,,2025-01-11,1,2025,12,KOKV
2025-01-08,8,13:55,EST,W  17  G 24,10.0,Overcast,OVC049,28.4,12.2,,,51%,17.0,,30.02,0.0,,,,2025-01-11,1,2025,13,KOKV
2025-01-08,8,14:55,EST,W  21  G 28,10.0,Overcast and Breezy,OVC048,28.4,12.2,,,51%,16.0,,30.01,0.0,,,,2025-01-11,1,2025,14,KOKV
2025-01-08,8,15:55,EST,W  15,10.0,Overcast,SCT039 BKN047 OVC050,26.6,14.0,,,59%,16.0,,30.01,0.0,,,,2025-01-11,1,2025,15,KOKV
2025-01-08,8,16:55,EST,NW  18  G 23,10.0,Overcast,SCT039 BKN048 OVC060,26.6,14.0,,,59%,14.0,,30.01,0.0,,,,2025-01-11,1,2025,16,KOKV
2025-01-08,8,17:55,EST,W  12  G 18,10.0,Overcast,SCT032 OVC060,26.6,15.8,,,64%,17.0,,30.01,0.0,,,,2025-01-11,1,2025,17,KOKV
2025-01-08,8,18:55,EST,N  8,10.0,Overcast,SCT039 OVC046,24.8,12.2,,,59%,17.0,,30.03,0.0,,,,2025-01-11,1,2025,18,KOKV
2025-01-08,8,19:55,EST,NW  8,10.0,Overcast,BKN046 OVC050,23.0,10.4,,,58%,15.0,,30.04,0.0,,,,2025-01-11,1,2025,19,KOKV
2025-01-08,8,20:55,EST,NW  8,10.0,Overcast,OVC043,23.0,10.4,,,58%,15.0,,30.03,0.0,,,,2025-01-11,1,2025,20,KOKV
2025-01-08,8,21:55,EST,NW  8,10.0,Overcast,BKN039 OVC047,23.0,10.4,,,58%,15.0,,30.03,0.0,,,,2025-01-11,1,2025,21,KOKV
2025-01-08,8,22:55,EST,NW  14  G 23,10.0,Mostly Cloudy,BKN049,21.2,10.4,,,63%,9.0,,30.03,0.0,,,,2025-01-11,1,2025,22,KOKV
2025-01-08,8,23:55,EST,NW  9,10.0,Fair,CLR,21.2,5.0,,,49%,12.0,,30.01,0.0,,,,2025-01-11,1,2025,23,KOKV
2025-01-09,9,00:55,EST,NW  14  G 18,10.0,Fair,CLR,21.2,6.8,,,54%,9.0,,30.0,0.0,,,,2025-01-11,1,2025,0,KOKV
2025-01-09,9,01:55,EST,NW  10  G 17,10.0,Partly Cloudy,SCT032,21.2,8.6,,,58%,11.0,,30.0,0.0,,,,2025-01-11,1,2025,1,KOKV
2025-01-09,9,02:55,EST,W  13  G 25,10.0,Fair,CLR,21.2,8.6,,,58%,10.0,,30.0,0.0,,,,2025-01-11,1,2025,2,KOKV
2025-01-09,9,03:55,EST,NW  15  G 22,10.0,Partly Cloudy,SCT045,21.2,8.6,,,58%,9.0,,30.01,0.0,,,,2025-01-11,1,2025,3,KOKV
2025-01-09,9,04:55,EST,NW  15,10.0,Overcast,BKN037 OVC042,21.2,8.6,,,58%,9.0,,30.01,0.0,,,,2025-01-11,1,2025,4,KOKV
2025-01-09,9,05:55,EST,NW  14  G 24,10.0,Overcast,BKN037 OVC043,21.2,8.6,,,58%,9.0,,30.02,0.0,,,,2025-01-11,1,2025,5,KOKV
2025-01-09,9,06:55,EST,NW  18  G 32,10.0,Partly Cloudy,SCT039,21.2,8.6,,,58%,7.0,,30.03,0.0,,,,2025-01-11,1,2025,6,KOKV
2025-01-09,9,07:55,EST,NW  15  G 28,10.0,Fair,CLR,21.2,8.6,,,58%,9.0,,30.05,0.0,,,,2025-01-11,1,2025,7,KOKV
2025-01-09,9,08:55,EST,NW  20  G 25,10.0,Fair,CLR,23.0,8.6,,,54%,9.0,,30.07,0.0,,,,2025-01-11,1,2025,8,KOKV
2025-01-09,9,09:55,EST,NW  23  G 35,10.0,Fair and Breezy,CLR,23.0,8.6,,,54%,8.0,,30.07,0.0,,,,2025-01-11,1,2025,9,KOKV
2025-01-09,9,10:55,EST,NW  24  G 35,10.0,Fair and Breezy,CLR,24.8,8.6,,,50%,10.0,,30.08,0.0,,,,2025-01-11,1,2025,10,KOKV
2025-01-09,9,11:55,EST,NW  18  G 23,10.0,Fair,CLR,26.6,8.6,,,46%,14.0,,30.08,0.0,,,,2025-01-11,1,2025,11,KOKV
2025-01-09,9,12:55,EST,NW  20  G 23,10.0,Fair,CLR,26.6,8.6,,,46%,14.0,,30.07,0.0,,,,2025-01-11,1,2025,12,KOKV
2025-01-09,9,13:55,EST,W  16  G 29,10.0,Fair,CLR,28.4,8.6,,,43%,17.0,,30.06,0.0,,,,2025-01-11,1,2025,13,KOKV
2025-01-09,9,14:55,EST,NW  14  G 20,10.0,Fair,CLR,28.4,8.6,,,43%,18.0,,30.07,0.0,,,,2025-01-11,1,2025,14,KOKV
2025-01-09,9,15:55,EST,W  17  G 24,10.0,Fair,CLR,28.4,8.6,,,43%,17.0,,30.08,0.0,,,,2025-01-11,1,2025,15,KOKV
2025-01-09,9,16:55,EST,NW  15  G 24,10.0,Fair,CLR,26.6,8.6,,,46%,16.0,,30.09,0.0,,,,2025-01-11,1,2025,16,KOKV
2025-01-09,9,17:55,EST,NW  10  G 16,10.0,Fair,CLR,26.6,8.6,,,46%,18.0,,30.1,0.0,,,,2025-01-11,1,2025,17,KOKV
2025-01-09,9,18:55,EST,NW  15  G 22,10.0,Fair,CLR,24.8,8.6,,,50%,13.0,,30.12,0.0,,,,2025-01-11,1,2025,18,KOKV
2025-01-09,9,19:55,EST,W  14  G 20,10.0,Fair,CLR,24.8,8.6,,,50%,14.0,,30.15,0.0,,,,2025-01-11,1,2025,19,KOKV
2025-01-09,9,20:55,EST,NW  8  G 16,10.0,Fair,CLR,23.0,8.6,,,54%,15.0,,30.15,0.0,,,,2025-01-11,1,2025,20,KOKV
2025-01-09,9,21:55,EST,NW  16  G 23,10.0,Fair,CLR,23.0,8.6,,,54%,11.0,,30.15,0.0,,,,2025-01-11,1,2025,21,KOKV
2025-01-09,9,22:55,EST,W  12  G 20,10.0,Fair,CLR,23.0,8.6,,,54%,13.0,,30.14,0.0,,,,2025-01-11,1,2025,22,KOKV
2025-01-09,9,23:55,EST,NW  7  G 10,10.0,Fair,CLR,21.2,8.6,,,58%,13.0,,30.12,0.0,,,,2025-01-11,1,2025,23,KOKV
2025-01-10,10,00:55,EST,W  5,10.0,Fair,CLR,21.2,8.6,,,58%,16.0,,30.12,0.0,,,,2025-01-11,1,2025,0,KOKV
2025-01-10,10,01:55,EST,NW  7,10.0,Fair,CLR,21.2,8.6,,,58%,13.0,,30.13,0.0,,,,2025-01-11,1,2025,1,KOKV
2025-01-10,10,02:55,EST,W  5,10.0,Fair,CLR,19.4,6.8,,,58%,14.0,,30.14,0.0,,,,2025-01-11,1,2025,2,KOKV
2025-01-10,10,03:55,EST,W  3,10.0,Fair,CLR,17.6,5.0,,,58%,,,30.16,0.0,,,,2025-01-11,1,2025,3,KOKV
2025-01-10,10,04:55,EST,W  8,10.0,Fair,CLR,14.0,5.0,,,67%,4.0,,30.15,0.0,,,,2025-01-11,1,2025,4,KOKV
2025-01-10,10,05:55,EST,SE  8,10.0,Fair,CLR,8.6,-0.4,,,66%,-3.0,,30.15,0.0,,,,2025-01-11,1,2025,5,KOKV
2025-01-10,10,06:55,EST,Calm,10.0,Fair,CLR,10.4,3.2,,,72%,,,30.15,0.0,,,,2025-01-11,1,2025,6,KOKV
2025-01-10,10,07:55,EST,NW  3,10.0,Fair,CLR,12.2,3.2,,,67%,,,30.14,0.0,,,,2025-01-11,1,2025,7,KOKV
2025-01-10,10,08:55,EST,Calm,10.0,Fair,CLR,14.0,3.2,,,62%,,,30.15,0.0,,,,2025-01-11,1,2025,8,KOKV
2025-01-10,10,09:55,EST,Calm,10.0,Fair,CLR,21.2,5.0,,,49%,,,30.12,0.0,,,,2025-01-11,1,2025,9,KOKV
2025-01-10,10,10:55,EST,W  5,10.0,Fair,CLR,23.0,8.6,,,54%,18.0,,30.12,0.0,,,,2025-01-11,1,2025,10,KOKV
2025-01-10,10,11:55,EST,Calm,10.0,Fair,CLR,26.6,6.8,,,43%,,,30.08,0.0,,,,2025-01-11,1,2025,11,KOKV
2025-01-10,10,12:55,EST,Calm,10.0,Fair,CLR,28.4,8.6,,,43%,,,30.05,0.0,,,,2025-01-11,1,2025,12,KOKV
2025-01-10,10,13:35,EST,Calm,10.0,Fair,CLR,28.4,6.8,,,40%,,,30.02,0.0,,,,2025-01-11,1,2025,13,KOKV
2025-01-10,10,14:55,EST,Calm,10.0,Fair,CLR,28.4,6.8,,,40%,,,29.94,0.0,,,,2025-01-11,1,2025,14,KOKV
2025-01-10,10,15:55,EST,Calm,10.0,Mostly Cloudy,BKN120,30.2,8.6,,,40%,,,29.94,0.0,,,,2025-01-11,1,2025,15,KOKV
2025-01-10,10,16:55,EST,SE  3,10.0,Overcast,OVC100,28.4,12.2,,,51%,,,29.9,0.0,,,,2025-01-11,1,2025,16,KOKV
2025-01-10,10,17:55,EST,Calm,10.0,Overcast,OVC100,28.4,10.4,,,47%,,,29.88,0.0,,,,2025-01-11,1,2025,17,KOKV
2025-01-10,10,18:55,EST,Calm,10.0,Overcast,OVC100,28.4,10.4,,,47%,,,29.86,0.0,,,,2025-01-11,1,2025,18,KOKV
2025-01-10,10,19:55,EST,Calm,10.0,Overcast,OVC080,26.6,12.2,,,54%,,,29.81,0.0,,,,2025-01-11,1,2025,19,KOKV
2025-01-10,10,20:55,EST,Calm,10.0,Overcast,SCT055 OVC070,26.6,10.4,,,50%,,,29.77,0.0,,,,2025-01-11,1,2025,20,KOKV
2025-01-10,10,21:55,EST,Calm,10.0,Overcast,SCT050 BKN060 OVC070,26.6,12.2,,,54%,,,29.76,0.0,,,,2025-01-11,1,2025,21,KOKV
2025-01-10,10,22:55,EST,SE  5,2.5,Overcast,SCT022 BKN026 OVC048,24.8,19.4,,,80%,20.0,,29.73,0.0,,,,2025-01-11,1,2025,22,KOKV
2025-01-10,10,23:55,EST,S  5,1.5,Overcast,BKN014 BKN018 OVC022,23.0,19.4,,,86%,18.0,,29.7,0.0,,,,2025-01-11,1,2025,23,KOKV
2025-01-11,11,00:35,EST,Calm,1.75,Overcast,BKN015 OVC020,23.0,21.2,,,93%,,,29.67,0.0,,,,2025-01-11,1,2025,0,KOKV
